nohup: ignoring input
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                   [-1, 28]             868
              ReLU-2                   [-1, 28]               0
            Linear-3                   [-1, 24]             696
              ReLU-4                   [-1, 24]               0
            Linear-5                   [-1, 20]             500
              ReLU-6                   [-1, 20]               0
            Linear-7                   [-1, 16]             336
            Linear-8                   [-1, 16]             336
================================================================
Total params: 2,736
Trainable params: 2,736
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 0.01
Estimated Total Size (MB): 0.01
----------------------------------------------------------------
encoder: None
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                   [-1, 20]             340
              ReLU-2                   [-1, 20]               0
            Linear-3                   [-1, 24]             504
              ReLU-4                   [-1, 24]               0
            Linear-5                   [-1, 28]             700
              ReLU-6                   [-1, 28]               0
            Linear-7                   [-1, 30]             870
================================================================
Total params: 2,414
Trainable params: 2,414
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 0.01
Estimated Total Size (MB): 0.01
----------------------------------------------------------------
decoder: None
epoch=100, loss=1.67e-02, min_loss=1.67e-02, kld=37.09, recon=1.59e-02, size_dis=0.098, mean_size=8.33, max_size=3506.82(997), time=2.92
epoch=4900, loss=7.45e-03, min_loss=7.42e-03, kld=28.79, recon=6.87e-03, size_dis=0.037, mean_size=0.44, max_size=35.01(999), time=175.14
epoch=5000, loss=7.41e-03, min_loss=7.40e-03, kld=28.73, recon=6.84e-03, size_dis=0.037, mean_size=0.44, max_size=33.51(497), time=178.05

18376, 35791, acc=2.69e-02, 3.12e-02, 4.47e-02, cov=3.20e-02, 4.65e-02, 7.49e-02

epoch=5100, loss=7.39e-03, min_loss=7.33e-03, kld=28.60, recon=6.81e-03, size_dis=0.037, mean_size=0.55, max_size=115.64(997), time=189.26
epoch=5200, loss=7.46e-03, min_loss=7.30e-03, kld=28.82, recon=6.88e-03, size_dis=0.037, mean_size=0.56, max_size=120.03(997), time=191.99
epoch=5300, loss=7.35e-03, min_loss=7.31e-03, kld=28.53, recon=6.78e-03, size_dis=0.037, mean_size=0.87, max_size=298.58(999), time=194.72
epoch=5400, loss=7.29e-03, min_loss=7.25e-03, kld=28.69, recon=6.71e-03, size_dis=0.036, mean_size=0.50, max_size=75.88(999), time=197.63
epoch=5500, loss=7.27e-03, min_loss=7.22e-03, kld=28.44, recon=6.70e-03, size_dis=0.036, mean_size=0.83, max_size=267.55(999), time=200.54
epoch=5600, loss=7.27e-03, min_loss=7.19e-03, kld=28.44, recon=6.70e-03, size_dis=0.036, mean_size=0.45, max_size=54.90(497), time=203.46
epoch=5700, loss=7.18e-03, min_loss=7.16e-03, kld=28.25, recon=6.62e-03, size_dis=0.036, mean_size=0.90, max_size=278.21(999), time=206.36
epoch=5800, loss=7.17e-03, min_loss=7.15e-03, kld=28.00, recon=6.61e-03, size_dis=0.036, mean_size=0.70, max_size=156.10(997), time=209.23
epoch=5900, loss=7.18e-03, min_loss=7.11e-03, kld=27.86, recon=6.62e-03, size_dis=0.036, mean_size=0.84, max_size=306.66(999), time=212.06
epoch=6000, loss=7.13e-03, min_loss=7.07e-03, kld=27.65, recon=6.58e-03, size_dis=0.036, mean_size=0.58, max_size=92.29(999), time=214.99

17837, 35791, acc=2.73e-02, 3.17e-02, 4.17e-02, cov=3.28e-02, 5.00e-02, 1.02e-01

epoch=6100, loss=7.11e-03, min_loss=7.08e-03, kld=27.67, recon=6.56e-03, size_dis=0.035, mean_size=0.48, max_size=53.92(496), time=226.29
epoch=6200, loss=7.20e-03, min_loss=7.04e-03, kld=27.38, recon=6.65e-03, size_dis=0.036, mean_size=0.81, max_size=320.68(999), time=229.10
epoch=6300, loss=7.04e-03, min_loss=7.01e-03, kld=27.43, recon=6.49e-03, size_dis=0.035, mean_size=2.47, max_size=887.29(997), time=232.01
epoch=6400, loss=7.11e-03, min_loss=7.01e-03, kld=27.30, recon=6.56e-03, size_dis=0.035, mean_size=1.41, max_size=562.05(996), time=234.93
epoch=6500, loss=7.06e-03, min_loss=6.99e-03, kld=26.83, recon=6.53e-03, size_dis=0.036, mean_size=2.55, max_size=1372.07(997), time=237.76
epoch=6600, loss=7.02e-03, min_loss=6.97e-03, kld=27.05, recon=6.48e-03, size_dis=0.036, mean_size=0.54, max_size=78.28(999), time=240.59
epoch=6700, loss=7.03e-03, min_loss=6.94e-03, kld=26.76, recon=6.49e-03, size_dis=0.035, mean_size=0.80, max_size=278.20(997), time=243.52
epoch=6800, loss=7.02e-03, min_loss=6.93e-03, kld=26.13, recon=6.50e-03, size_dis=0.035, mean_size=0.53, max_size=64.57(999), time=246.33
epoch=6900, loss=6.95e-03, min_loss=6.89e-03, kld=26.05, recon=6.43e-03, size_dis=0.035, mean_size=0.48, max_size=52.68(496), time=249.08
epoch=7000, loss=6.88e-03, min_loss=6.87e-03, kld=25.84, recon=6.37e-03, size_dis=0.035, mean_size=0.51, max_size=57.57(999), time=251.89

15918, 35791, acc=2.84e-02, 3.27e-02, 4.04e-02, cov=2.99e-02, 4.08e-02, 7.10e-02

epoch=7100, loss=6.94e-03, min_loss=6.84e-03, kld=25.20, recon=6.43e-03, size_dis=0.035, mean_size=1.69, max_size=907.28(996), time=263.17
epoch=7200, loss=6.89e-03, min_loss=6.82e-03, kld=25.02, recon=6.39e-03, size_dis=0.035, mean_size=0.48, max_size=54.04(496), time=266.08
epoch=7300, loss=6.85e-03, min_loss=6.80e-03, kld=24.72, recon=6.35e-03, size_dis=0.035, mean_size=0.51, max_size=49.68(496), time=268.99
epoch=7400, loss=6.80e-03, min_loss=6.79e-03, kld=24.49, recon=6.31e-03, size_dis=0.035, mean_size=0.45, max_size=49.98(496), time=271.93
epoch=7500, loss=6.80e-03, min_loss=6.75e-03, kld=24.04, recon=6.32e-03, size_dis=0.035, mean_size=1.14, max_size=466.77(996), time=274.87
epoch=7600, loss=6.80e-03, min_loss=6.71e-03, kld=23.78, recon=6.33e-03, size_dis=0.035, mean_size=0.64, max_size=130.29(996), time=277.80
epoch=7700, loss=6.76e-03, min_loss=6.73e-03, kld=23.65, recon=6.29e-03, size_dis=0.034, mean_size=0.53, max_size=55.94(999), time=280.71
epoch=7800, loss=6.76e-03, min_loss=6.70e-03, kld=23.73, recon=6.29e-03, size_dis=0.035, mean_size=0.50, max_size=54.38(999), time=283.62
epoch=7900, loss=6.76e-03, min_loss=6.69e-03, kld=23.57, recon=6.28e-03, size_dis=0.034, mean_size=0.46, max_size=52.38(497), time=286.42
epoch=8000, loss=6.73e-03, min_loss=6.67e-03, kld=23.48, recon=6.26e-03, size_dis=0.035, mean_size=1.98, max_size=1481.76(997), time=289.33

30125, 35791, acc=2.94e-02, 3.40e-02, 4.74e-02, cov=2.95e-02, 3.91e-02, 7.41e-02

epoch=8100, loss=6.71e-03, min_loss=6.65e-03, kld=23.44, recon=6.24e-03, size_dis=0.034, mean_size=0.63, max_size=151.66(997), time=300.48
epoch=8200, loss=6.63e-03, min_loss=6.63e-03, kld=23.49, recon=6.16e-03, size_dis=0.034, mean_size=0.66, max_size=193.77(997), time=303.37
epoch=8300, loss=6.67e-03, min_loss=6.62e-03, kld=23.52, recon=6.20e-03, size_dis=0.034, mean_size=0.94, max_size=418.74(997), time=306.28
epoch=8400, loss=6.71e-03, min_loss=6.60e-03, kld=23.73, recon=6.23e-03, size_dis=0.034, mean_size=0.52, max_size=59.27(997), time=309.20
epoch=8500, loss=6.65e-03, min_loss=6.59e-03, kld=23.50, recon=6.18e-03, size_dis=0.034, mean_size=0.70, max_size=186.03(997), time=312.11
epoch=8600, loss=6.70e-03, min_loss=6.58e-03, kld=23.70, recon=6.22e-03, size_dis=0.034, mean_size=7.82, max_size=6511.45(997), time=315.02
epoch=8700, loss=6.70e-03, min_loss=6.55e-03, kld=23.56, recon=6.23e-03, size_dis=0.034, mean_size=0.61, max_size=80.63(996), time=317.92
epoch=8800, loss=6.66e-03, min_loss=6.55e-03, kld=23.49, recon=6.19e-03, size_dis=0.034, mean_size=1.19, max_size=728.52(997), time=320.86
epoch=8900, loss=6.58e-03, min_loss=6.54e-03, kld=23.47, recon=6.11e-03, size_dis=0.034, mean_size=1.41, max_size=931.46(997), time=323.75
epoch=9000, loss=6.60e-03, min_loss=6.51e-03, kld=23.75, recon=6.12e-03, size_dis=0.033, mean_size=0.47, max_size=61.16(999), time=326.61

30236, 35791, acc=3.05e-02, 3.58e-02, 4.99e-02, cov=3.18e-02, 4.26e-02, 6.66e-02

epoch=9100, loss=6.61e-03, min_loss=6.51e-03, kld=23.81, recon=6.13e-03, size_dis=0.034, mean_size=0.52, max_size=69.13(999), time=337.68
epoch=9200, loss=6.57e-03, min_loss=6.49e-03, kld=23.60, recon=6.10e-03, size_dis=0.033, mean_size=3.48, max_size=3026.86(997), time=340.44
epoch=9300, loss=6.52e-03, min_loss=6.49e-03, kld=23.57, recon=6.05e-03, size_dis=0.033, mean_size=0.98, max_size=553.15(997), time=343.18
epoch=9400, loss=6.49e-03, min_loss=6.45e-03, kld=23.52, recon=6.02e-03, size_dis=0.033, mean_size=6.21, max_size=5767.82(997), time=345.94
epoch=9500, loss=6.53e-03, min_loss=6.46e-03, kld=23.81, recon=6.06e-03, size_dis=0.033, mean_size=9.27, max_size=8814.98(997), time=348.66
epoch=9600, loss=6.46e-03, min_loss=6.44e-03, kld=23.58, recon=5.99e-03, size_dis=0.033, mean_size=5.87, max_size=5428.09(997), time=351.56
epoch=9700, loss=6.54e-03, min_loss=6.43e-03, kld=23.73, recon=6.07e-03, size_dis=0.033, mean_size=0.71, max_size=288.71(997), time=354.51
epoch=9800, loss=6.50e-03, min_loss=6.41e-03, kld=23.68, recon=6.03e-03, size_dis=0.033, mean_size=1.82, max_size=1386.84(997), time=357.45
epoch=9900, loss=6.44e-03, min_loss=6.38e-03, kld=23.67, recon=5.97e-03, size_dis=0.033, mean_size=6.83, max_size=6390.44(997), time=360.35
epoch=10000, loss=6.43e-03, min_loss=6.41e-03, kld=23.49, recon=5.96e-03, size_dis=0.033, mean_size=8.73, max_size=8303.69(997), time=363.28

37405, 35791, acc=3.10e-02, 3.77e-02, 6.01e-02, cov=3.19e-02, 4.71e-02, 7.00e-02

epoch=10100, loss=6.41e-03, min_loss=6.38e-03, kld=23.80, recon=5.94e-03, size_dis=0.033, mean_size=5.43, max_size=5005.43(997), time=374.58
epoch=10200, loss=6.42e-03, min_loss=6.38e-03, kld=23.75, recon=5.95e-03, size_dis=0.033, mean_size=9.48, max_size=9048.49(997), time=377.53
epoch=10300, loss=6.45e-03, min_loss=6.35e-03, kld=23.92, recon=5.97e-03, size_dis=0.033, mean_size=0.45, max_size=53.79(497), time=380.30
epoch=10400, loss=6.47e-03, min_loss=6.35e-03, kld=23.60, recon=6.00e-03, size_dis=0.033, mean_size=1.90, max_size=1431.84(997), time=383.04
epoch=10500, loss=6.34e-03, min_loss=6.34e-03, kld=23.86, recon=5.87e-03, size_dis=0.032, mean_size=6.54, max_size=6106.17(997), time=385.88
epoch=10600, loss=6.38e-03, min_loss=6.32e-03, kld=23.92, recon=5.90e-03, size_dis=0.032, mean_size=6.74, max_size=6283.22(997), time=388.78
epoch=10700, loss=6.39e-03, min_loss=6.31e-03, kld=23.82, recon=5.91e-03, size_dis=0.032, mean_size=6.79, max_size=6356.77(997), time=391.69
epoch=10800, loss=6.36e-03, min_loss=6.29e-03, kld=23.83, recon=5.88e-03, size_dis=0.032, mean_size=6.36, max_size=5920.10(997), time=394.63
epoch=10900, loss=6.30e-03, min_loss=6.29e-03, kld=23.66, recon=5.83e-03, size_dis=0.033, mean_size=4.23, max_size=3756.09(997), time=397.57
epoch=11000, loss=6.29e-03, min_loss=6.29e-03, kld=23.77, recon=5.82e-03, size_dis=0.032, mean_size=6.26, max_size=5816.50(997), time=400.49

43443, 35791, acc=2.94e-02, 3.49e-02, 5.43e-02, cov=2.87e-02, 3.81e-02, 6.73e-02

epoch=11100, loss=6.45e-03, min_loss=6.27e-03, kld=23.61, recon=5.98e-03, size_dis=0.032, mean_size=5.96, max_size=5475.94(997), time=411.80
epoch=11200, loss=6.34e-03, min_loss=6.27e-03, kld=23.91, recon=5.86e-03, size_dis=0.032, mean_size=7.41, max_size=6942.30(997), time=414.76
epoch=11300, loss=6.34e-03, min_loss=6.25e-03, kld=23.84, recon=5.86e-03, size_dis=0.032, mean_size=6.87, max_size=6435.23(997), time=417.68
epoch=11400, loss=6.30e-03, min_loss=6.24e-03, kld=23.85, recon=5.82e-03, size_dis=0.032, mean_size=0.84, max_size=377.54(997), time=420.63
epoch=11500, loss=6.42e-03, min_loss=6.26e-03, kld=23.59, recon=5.95e-03, size_dis=0.033, mean_size=7.58, max_size=7126.10(997), time=423.57
epoch=11600, loss=6.27e-03, min_loss=6.23e-03, kld=23.87, recon=5.80e-03, size_dis=0.032, mean_size=0.85, max_size=392.46(997), time=426.51
epoch=11700, loss=6.36e-03, min_loss=6.21e-03, kld=23.55, recon=5.89e-03, size_dis=0.032, mean_size=0.79, max_size=321.13(997), time=429.47
epoch=11800, loss=6.31e-03, min_loss=6.20e-03, kld=23.86, recon=5.83e-03, size_dis=0.032, mean_size=2.55, max_size=2070.55(997), time=432.41
epoch=11900, loss=6.28e-03, min_loss=6.22e-03, kld=23.74, recon=5.80e-03, size_dis=0.032, mean_size=6.54, max_size=6046.81(997), time=435.32
epoch=12000, loss=6.31e-03, min_loss=6.20e-03, kld=23.65, recon=5.83e-03, size_dis=0.032, mean_size=2.67, max_size=2172.08(997), time=438.25

31011, 35791, acc=3.01e-02, 3.52e-02, 5.55e-02, cov=2.89e-02, 4.10e-02, 7.20e-02

epoch=12100, loss=6.25e-03, min_loss=6.20e-03, kld=24.01, recon=5.77e-03, size_dis=0.032, mean_size=3.45, max_size=2978.67(997), time=449.39
epoch=12200, loss=6.17e-03, min_loss=6.17e-03, kld=23.72, recon=5.70e-03, size_dis=0.032, mean_size=2.04, max_size=1555.36(997), time=452.06
epoch=12300, loss=6.26e-03, min_loss=6.18e-03, kld=23.78, recon=5.78e-03, size_dis=0.032, mean_size=1.97, max_size=1517.45(997), time=454.91
epoch=12400, loss=6.24e-03, min_loss=6.18e-03, kld=23.65, recon=5.77e-03, size_dis=0.032, mean_size=1.00, max_size=556.01(997), time=457.84
epoch=12500, loss=6.30e-03, min_loss=6.17e-03, kld=23.62, recon=5.82e-03, size_dis=0.032, mean_size=3.08, max_size=2585.82(997), time=460.69
epoch=12600, loss=6.22e-03, min_loss=6.16e-03, kld=23.95, recon=5.74e-03, size_dis=0.032, mean_size=1.13, max_size=654.92(997), time=463.57
epoch=12700, loss=6.20e-03, min_loss=6.15e-03, kld=23.86, recon=5.72e-03, size_dis=0.031, mean_size=0.58, max_size=123.33(997), time=466.52
epoch=12800, loss=6.20e-03, min_loss=6.16e-03, kld=23.78, recon=5.72e-03, size_dis=0.031, mean_size=0.57, max_size=114.29(997), time=469.45
epoch=12900, loss=6.21e-03, min_loss=6.14e-03, kld=23.67, recon=5.74e-03, size_dis=0.031, mean_size=1.93, max_size=1487.22(997), time=472.38
epoch=13000, loss=6.20e-03, min_loss=6.13e-03, kld=23.81, recon=5.72e-03, size_dis=0.032, mean_size=2.04, max_size=849.47(997), time=475.28

22421, 35791, acc=2.93e-02, 3.44e-02, 5.21e-02, cov=2.87e-02, 3.75e-02, 6.62e-02

epoch=13100, loss=6.35e-03, min_loss=6.11e-03, kld=23.54, recon=5.88e-03, size_dis=0.032, mean_size=1.41, max_size=944.22(997), time=486.58
epoch=13200, loss=6.19e-03, min_loss=6.09e-03, kld=23.84, recon=5.71e-03, size_dis=0.031, mean_size=0.64, max_size=160.13(997), time=489.48
epoch=13300, loss=6.15e-03, min_loss=6.11e-03, kld=23.87, recon=5.67e-03, size_dis=0.031, mean_size=0.79, max_size=290.44(997), time=492.41
epoch=13400, loss=6.18e-03, min_loss=6.10e-03, kld=23.74, recon=5.70e-03, size_dis=0.031, mean_size=0.50, max_size=69.47(997), time=495.34
epoch=13500, loss=6.20e-03, min_loss=6.08e-03, kld=23.61, recon=5.72e-03, size_dis=0.031, mean_size=2.26, max_size=1834.76(997), time=498.27
epoch=13600, loss=6.19e-03, min_loss=6.10e-03, kld=23.47, recon=5.72e-03, size_dis=0.031, mean_size=0.49, max_size=126.63(997), time=501.14
epoch=13700, loss=6.18e-03, min_loss=6.08e-03, kld=23.51, recon=5.71e-03, size_dis=0.031, mean_size=0.41, max_size=44.16(720), time=503.95
epoch=13800, loss=6.17e-03, min_loss=6.06e-03, kld=23.58, recon=5.70e-03, size_dis=0.031, mean_size=0.51, max_size=83.17(997), time=506.84
epoch=13900, loss=6.19e-03, min_loss=6.07e-03, kld=23.53, recon=5.72e-03, size_dis=0.031, mean_size=0.47, max_size=87.65(997), time=509.71
epoch=14000, loss=6.12e-03, min_loss=6.06e-03, kld=23.55, recon=5.65e-03, size_dis=0.031, mean_size=0.56, max_size=170.04(997), time=512.64

27318, 35791, acc=2.94e-02, 3.56e-02, 5.21e-02, cov=2.87e-02, 4.17e-02, 7.00e-02

epoch=14100, loss=6.11e-03, min_loss=6.04e-03, kld=23.55, recon=5.64e-03, size_dis=0.031, mean_size=0.63, max_size=199.39(997), time=523.81
epoch=14200, loss=6.16e-03, min_loss=6.05e-03, kld=23.67, recon=5.69e-03, size_dis=0.031, mean_size=0.36, max_size=56.22(720), time=526.55
epoch=14300, loss=6.09e-03, min_loss=6.01e-03, kld=23.76, recon=5.62e-03, size_dis=0.031, mean_size=0.57, max_size=237.07(997), time=529.47
epoch=14400, loss=6.05e-03, min_loss=6.00e-03, kld=23.71, recon=5.58e-03, size_dis=0.031, mean_size=0.68, max_size=291.96(997), time=532.37
epoch=14500, loss=6.04e-03, min_loss=6.00e-03, kld=23.75, recon=5.56e-03, size_dis=0.031, mean_size=0.45, max_size=117.20(997), time=535.29
epoch=14600, loss=6.14e-03, min_loss=5.99e-03, kld=23.81, recon=5.66e-03, size_dis=0.031, mean_size=0.69, max_size=349.48(997), time=538.21
epoch=14700, loss=6.03e-03, min_loss=5.99e-03, kld=23.63, recon=5.56e-03, size_dis=0.031, mean_size=1.18, max_size=840.21(997), time=541.12
